key,zh,en
PLM.NoCheckResult,未返回检查结果。,No check result was returned.
PLM.SuggestionTitle,AI剧情建议,AI Plot Suggestions
PLM.NoSuggestions,未返回剧情建议。,No plot suggestions were returned.
PLM.Copied,结果已复制到剪贴板。,The result has been copied to the clipboard.
TL.Title,时间线管理,Timeline Management
TL.NewEvent,新建事件,New Event
TL.ImportTooltip,导入时间线数据,Import timeline data
TL.ExportTooltip,导出时间线数据,Export timeline data
TL.AIAssistantTooltip,AI助手,AI Assistant
TL.TestSelectionTooltip,测试选择,Test Selection
TL.SearchHint,搜索事件...,Search events...
TL.CategoryHint,事件类别,Event Category
TL.CategoryAll,全部类别,All Categories
TL.Data.历史事件,历史事件,Historical Event
TL.Data.剧情事件,剧情事件,Plot Event
TL.Data.角色事件,角色事件,Character Event
TL.Data.势力事件,势力事件,Faction Event
TL.Data.世界事件,世界事件,World Event
TL.Data.修炼事件,修炼事件,Cultivation Event
TL.Stats,时间线统计,Timeline Statistics
TL.TotalLabel,总事件: ,Total events: 
TL.HistoricalLabel,历史事件: ,Historical: 
TL.PlotLabel,剧情事件: ,Plot: 
TL.CharacterLabel,角色事件: ,Character: 
TL.TotalCount,总事件数,Total Events
TL.StatusDistribution,事件状态分布,Event Status Distribution
TL.Data.进行中,进行中,In Progress
TL.Data.计划中,计划中,Planned
TL.Data.已完成,已完成,Completed
TL.Data.已取消,已取消,Cancelled
TL.RecentEvents,最近事件,Recent Events
TL.NoData,暂无事件数据,No event data yet
TL.BasicInfo,基本信息,Basic Information
TL.EventTitleHint,事件标题,Event Title
TL.EventDateHint,事件日期,Event Date
TL.EventLocationHint,事件地点,Event Location
TL.ImportanceHint,重要程度,Importance
TL.Data.低,低,Low
TL.Data.中,中,Medium
TL.Data.高,高,High
TL.Data.极高,极高,Critical
TL.StatusHint,事件状态,Event Status
TL.DescriptionHint,事件描述,Event Description
TL.ParticipantMgmt,参与者管理,Participant Management
TL.ParticipantList,参与者列表,Participant List
TL.AddParticipantTooltip,添加参与者,Add participant
TL.ParticipantNameHint,参与者名称,Participant Name
TL.ParticipantTypeHint,参与者类型,Participant Type
TL.Data.角色,角色,Character
TL.Data.势力,势力,Faction
TL.Data.组织,组织,Organization
TL.Data.其他,其他,Other
TL.ParticipantCharsHint,参与角色,Participating Characters
TL.DeleteParticipantTooltip,删除参与者,Delete participant
TL.ImpactTitle,影响和结果,Impact & Outcome
TL.ImpactHint,事件影响和结果,Event impact and outcome
TL.LoadFailed,加载时间线事件数据失败：{0},Failed to load timeline event data: {0}
TL.JustNow,刚刚,Just now
TL.MinutesAgo,{0}分钟前,{0} minutes ago
TL.HoursAgo,{0}小时前,{0} hours ago
TL.DaysAgo,{0}天前,{0} days ago
TL.MonthDayFmt,{0}月{1}日,MM/dd: {0}/{1}
TL.SelectFailed,选择时间线事件失败：{0},Failed to select the timeline event: {0}
TL.SelectFailed2,选择事件失败：{0},Failed to select the event: {0}
TL.TestTitle,测试,Test
TL.SelectedEventFmt,已选择事件: {0},Event selected: {0}
TL.TestFailed,测试失败: {0},Test failed: {0}
TL.CreateFailed,创建时间线事件失败：{0},Failed to create the timeline event: {0}
TL.AIHelperFailed,打开AI助手失败：{0},Failed to open the AI assistant: {0}
TL.LoadDetailFailed,加载事件详情失败：{0},Failed to load event details: {0}
TL.AddParticipantFailed,添加参与者失败：{0},Failed to add the participant: {0}
TL.DeleteParticipantFailed,删除参与者失败：{0},Failed to delete the participant: {0}
TL.TitleRequired,请输入事件标题,Please enter the event title
TL.SaveSuccess,时间线事件保存成功！,Timeline event saved successfully!
TL.SaveFailed,保存时间线事件失败：{0},Failed to save the timeline event: {0}
TL.CancelEditFailed,取消编辑失败：{0},Failed to cancel editing: {0}
TL.ShowPanelFailed,显示编辑面板失败：{0},Failed to show the edit panel: {0}
TL.ImportTitle,导入时间线,Import Timeline
TL.ExportTitle,导出时间线,Export Timeline
TL.ServiceNotInit,时间线数据服务未初始化。,The timeline data service is not initialized.
TL.FileFilterAll,时间线文件 (*.json)|*.json|所有文件 (*.*)|*.*,Timeline Files (*.json)|*.json|All Files (*.*)|*.*
TL.FileFilter,时间线文件 (*.json)|*.json,Timeline Files (*.json)|*.json
TL.ImportSuccess,已成功导入 {0} 条时间线事件。,Successfully imported {0} timeline events.
TL.ImportFailed,导入时间线数据失败：{0},Failed to import timeline data: {0}
TL.ExportSuccess,时间线数据已导出到：{0},Timeline data exported to: {0}
TL.ExportFailed,导出时间线数据失败：{0},Failed to export timeline data: {0}
TL.ExportFileName,时间线_{0}.json,Timeline_{0}.json
RN.Title,关系网络,Relationship Network
RN.AnalysisTooltip,网络分析,Network Analysis
RN.ExportTooltip,导出网络图,Export Network Graph
RN.SettingsTooltip,设置,Settings
RN.TypeHint,关系类型,Relationship Type
RN.TypeAll,全部关系,All Relationships
RN.FactionHint,势力筛选,Faction Filter
RN.FactionAll,全部势力,All Factions
RN.SearchHint,搜索角色或关系,Search characters or relationships
RN.Add,添加关系,Add Relationship
RN.SmartDetect,智能检测,Smart Detect
RN.ShowAll,显示全部,Show All
RN.LayoutModeTooltip,切换布局模式,Switch layout mode
RN.ZeroChars,(0个角色),(0 characters)
RN.NoCharacters,当前项目还没有角色，先去角色管理中创建角色,No characters in this project yet. Create some in Character Management first.
SV.CharFemaleLead,女主角,Female Lead
SV.CharSupporting,配角,Supporting Character
SV.CharMentor,师父,Mentor
SV.FactionSectCultivation,修仙宗门,Cultivation Sect
SV.FactionCommercial,商业组织,Commercial Guild
SV.GradeDivine,神级,Divine
SV.RelMasterDisciple,师徒关系,Master-Disciple
SV.RelMasterDiscipleShort,师徒,Master-Disciple
SV.RelFriend,朋友关系,Friendship
SV.RelRomance,爱情关系,Romance
SV.RelHostile,敌对关系,Hostility
SV.RelSectFellow,同门关系,Fellow Disciples
SV.RelKinship,亲属关系,Kinship
SV.NoFaction,无势力,No Faction
SV.NotSet,未设置,Not set
RN.CharCountFmt,{0}个角色,{0} characters
RN.GraphTitle,关系网络图,Relationship Graph
RN.RelayoutTooltip,重新布局,Re-layout
RN.FitTooltip,适应窗口,Fit to Window
RN.FullscreenTooltip,全屏显示,Fullscreen
RN.DetailTitle,关系详情,Relationship Details
RN.NoSelection,请选择角色或关系查看详情,Select a character or relationship to view details
RN.Edit,编辑关系,Edit Relationship
RN.Delete,删除关系,Delete Relationship
RN.ViewCharacter,查看角色,View Character
FM.Title,势力管理,Faction Management
FM.Subtitle,管理书籍中的势力组织和关系网络,Manage the factions and relationship networks in your book
FM.New,新建势力,New Faction
FM.Import,导入势力,Import Factions
FM.Export,导出势力,Export Factions
FM.AIAnalysis,AI分析,AI Analysis
FM.TypeHint,势力类型,Faction Type
FM.Data.宗门,宗门,Sect
FM.Data.家族,家族,Family
FM.Data.组织,组织,Organization
FM.Data.国家,国家,Nation
FM.Data.商会,商会,Merchant Guild
FM.LevelHint,实力等级,Power Level
FM.Data.超级,超级,Supreme
FM.Data.一流,一流,First-Rate
FM.Data.二流,二流,Second-Rate
FM.Data.三流,三流,Third-Rate
FM.Data.普通,普通,Ordinary
FM.SearchHint,搜索势力...,Search factions...
FM.HierarchyTooltip,层级视图,Hierarchy View
FM.Stats,势力统计,Faction Statistics
FM.TotalCount,总势力数,Total Factions
FM.SectCount,宗门势力,Sects
FM.FamilyCount,家族势力,Families
FM.LevelDistribution,实力等级分布,Power Level Distribution
FM.LegendSupreme,超级势力,Supreme Factions
FM.LegendFirst,一流势力,First-Rate Factions
FM.LegendSecond,二流势力,Second-Rate Factions
FM.LegendThird,三流势力,Third-Rate Factions
FM.TypeAll,全部,All
FM.List,势力列表,Faction List
FM.MemberCountFmt,成员: {0}人,Members: {0}
RN.RelationCountFmt,{0}个关系,{0} relationships
FM.EditTitle,编辑势力,Edit Faction
FM.EditTitleFmt,编辑势力 - {0},Edit Faction - {0}
FM.BackToStats,返回统计,Back to Statistics
FM.DetailSubtitleFmt,{0} | {1}势力 | {2},{0} | {1} | {2}
FM.PowerOrdinary,普通势力,Ordinary Factions
FM.StatRelations,关系数量,Relationships
FM.FieldName,势力名称,Faction Name
FM.FieldType,势力类型,Faction Type
FM.FieldParent,父势力,Parent Faction
FM.FieldPowerLevel,实力等级,Power Level
FM.FieldTerritory,领地,Territory
FM.FieldHeadquarters,总部,Headquarters
FM.FieldMemberCount,成员数量,Members
FM.FieldDescription,势力描述,Faction Description
FM.FieldResources,资源,Resources
FM.FieldHistory,历史,History
FM.FieldSpecialAbilities,特色能力,Special Abilities
FM.FieldTags,标签,Tags
FM.FieldStatus,状态,Status
FM.FieldNotes,备注,Notes
FM.InfoAllies,盟友,Allies
FM.InfoEnemies,敌对势力,Hostile Factions
FM.InfoOtherRelations,其他关系,Other Relations
FM.NotFoundForEdit,未找到要编辑的势力。,The faction to edit was not found.
FM.DeleteConfirmFmt,确定要删除势力“{0}”吗？,"Delete faction ""{0}""?"
FM.AIAnalysisTitleFmt,AI分析 - {0},AI Analysis - {0}
FM.AINetworkAnalysis,AI势力网络分析,AI Faction Network Analysis
FM.NoneToAnalyze,当前没有可分析的势力。,No factions available for analysis.
FM.ImportTitle,导入势力数据,Import Faction Data
FM.ExportTitle,导出势力数据,Export Faction Data
FM.JsonFilter,JSON 文件,JSON Files
FM.ImportEmpty,未读取到可导入的势力数据。,No faction data found to import.
FM.ExportEmpty,当前没有可导出的势力。,No factions available to export.
FM.ExportDoneFmt,已导出 {0} 个势力到：{1},Exported {0} faction(s) to: {1}
FM.ExportFileNameFmt,势力数据_{0:yyyyMMdd_HHmmss},factions_{0:yyyyMMdd_HHmmss}
FM.NewFailedFmt,新建势力操作失败：{0},Failed to create the faction: {0}
FM.ImportFailedFmt,导入势力操作失败：{0},Failed to import factions: {0}
FM.ExportFailedFmt,导出势力操作失败：{0},Failed to export factions: {0}
FM.MainWindowNotFound,未找到主窗口，无法打开关系网络。,Main window not found; cannot open the relationship network.
FM.OpenNetworkFailedFmt,查看关系网络失败：{0},Failed to open the relationship network: {0}
FM.NetworkAnalysisTitle,势力网络分析,Faction Network Analysis
FM.ReportFactionFmt,势力：{0},Faction: {0}
FM.ReportOverallScoreFmt,综合评分：{0},Overall score: {0}
FM.ReportPowerScoreFmt,实力评分：{0},Power score: {0}
FM.ReportInfluenceScoreFmt,影响力评分：{0},Influence score: {0}
FM.ReportStabilityScoreFmt,稳定性评分：{0},Stability score: {0}
FM.ReportThreatLevelFmt,威胁等级：{0},Threat level: {0}
FM.ReportStrengths,优势：,Strengths:
FM.ReportWeaknesses,劣势：,Weaknesses:
FM.ReportOpportunities,机会：,Opportunities:
FM.ReportThreats,威胁：,Threats:
FM.ReportStrategies,战略建议：,Strategic recommendations:
FM.ReportRelations,关系分析：,Relationship analysis:
FM.ReportTotalFactionsFmt,势力总数：{0},Total factions: {0}
FM.ReportNetworkStabilityFmt,网络稳定性：{0},Network stability: {0}
FM.ReportKeyNodes,关键节点：,Key nodes:
FM.ReportPowerCenters,权力中心：,Power centers:
FM.ReportInsights,网络洞察：,Network insights:
FM.CopyResult,复制结果,Copy Result
FM.Close,关闭,Close
SV.InfoDescription,描述,Description
RN.StatusFmt,状态：{0},Status: {0}
RN.DescriptionFmt,描述：{0},Description: {0}
RN.RelDescription,关系描述,Relationship Description
RN.EditTitle,编辑关系,Edit Relationship
RN.NotFoundForEdit,未找到要编辑的关系。,The relationship to edit was not found.
RN.EditFailedFmt,编辑关系失败：{0},Failed to edit the relationship: {0}
RN.DeleteFailedOrMissing,关系删除失败或关系不存在。,"Failed to delete the relationship, or it does not exist."
RN.SelectProjectFirst,请选择项目后查看关系网络,Select a project to view the relationship network
RN.CharacterServiceUnavailable,角色服务不可用，无法加载真实关系网络,The character service is unavailable; the real relationship network cannot be loaded
RN.LoadFailedRetry,加载失败，请检查项目数据或稍后重试,Loading failed. Check the project data or try again later
RN.NoFilteredResults,当前筛选条件下没有可显示的角色或关系,No characters or relationships match the current filters
RN.LoadCharactersFailedFmt,加载角色数据失败：{0},Failed to load character data: {0}
SV.StatusStable,稳定,Stable
SV.StatusFriendly,友好,Friendly
SV.StatusTense,紧张,Tense
SV.StatusHostile,敌对,Hostile
SV.StatusComplex,复杂,Complex
SV.PlotMain,主线,Main Plot
SV.PlotSub,支线,Subplot
SV.PlotEmotional,情感线,Emotional Line
VM.DefaultVolumeName,默认卷,Volume 1
VM.DefaultVolumeDesc,系统自动创建的默认卷,Default volume created automatically
CE.PrereqGeneratedTitle,前置数据生成完成,Prerequisite Data Generated
CE.PrereqGeneratedBody,为确保AI编辑功能正常运行，系统已自动生成必要的前置数据：\n\n{0}\n\n这些数据将帮助AI更好地理解您的书籍世界观和角色设定。,"To power the AI editing features, the system generated the required prerequisite data://n//n{0}//n//nIt helps the AI better understand your book's worldview and characters."
CW.ChapterLocationFmt,第{0}章（{1}）,Chapter {0} ({1})
CW.UntitledChapter,未命名章节,Untitled chapter
CE.Title,章节编辑器,Chapter Editor
CE.SampleTitle,第45章：天劫降临,Chapter 45: The Tribulation Descends
CE.WordsPlaceholder,"(2,800字)","(2,800 words)"
CE.AIWriteTooltip,AI根据大纲和设定自动编写章节,AI writes the chapter from the outline and settings
CE.AIWrite,AI编写,AI Write
CE.AIContinueTooltip,AI基于已有内容续写章节,AI continues the chapter from the existing content
CE.AIContinue,AI续写,AI Continue
CE.AIPolishTooltip,AI优化文笔和措辞,AI polishes the prose and wording
CE.AIPolish,AI润色,AI Polish
CE.AIConsistencyTooltip,检查章节内容与设定的一致性,Check the chapter content against the settings
CE.ConsistencyCheck,一致性检查,Consistency Check
CE.SaveDraft,保存草稿,Save Draft
